"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"24146",2395,4892,3156,3908,4878,4562,2369,4919,3248,4043,"Monocytes"
"24147",3367,3328,7348,5509,4973,1748,5463,1994,1799,1273,"CD4+CD8-"
"24148",2203,1083,6796,1217,5308,5170,5507,6315,2289,1809,"CD8+CD4-"
"24150",2023,4830,2636,3923,4931,4425,2885,5298,4031,3252,"Monocytes"
"24153",2275,3830,2683,3844,5324,4202,2587,5082,4104,2947,"Monocytes"
"24154",1967,3399,7220,5816,5494,1907,6186,2400,2181,1412,"CD4+CD8-"
"24155",2280,4494,2138,4116,4842,4111,2005,5014,3036,4007,"Monocytes"
"24156",2171,2559,6445,5756,5463,1960,6068,2298,2118,1271,"CD4+CD8-"
"24161",2643,4611,1062,3302,4727,4396,2360,4650,2871,3677,"Monocytes"
"24162",2495,4275,1258,1369,5204,5086,2099,4928,1992,1298,"CD56dim"
"24168",2289,1907,6862,4023,5441,1692,5636,5963,1676,897,"CD8+CD4-"
"24170",3974,4059,7039,5645,5479,2031,6882,2550,2133,1420,"CD4+CD8-"
"24176",2874,3305,3155,4432,5299,3188,3703,4045,4114,6983,"Eosinophils"
"24179",2527,3394,6638,2092,5530,2630,5074,6300,2081,1382,"CD8+CD4-"
"24182",2953,2232,7164,1360,5388,1928,6090,6258,1804,1229,"CD8+CD4-"
"24187",2520,5422,129,3904,5549,6203,1847,4588,2303,1498,"Monocytes"
"24189",2024,3830,7450,5882,5424,2083,5586,2596,2092,1369,"CD4+CD8-"
"24191",2251,3028,3467,4407,5206,3434,3500,4184,4457,6932,"Eosinophils"
"24192",2339,3058,6958,4945,5782,1740,6208,6410,2038,1527,"CD8+CD4-"
"24197",2391,2756,7068,1853,5629,3913,4914,6165,1966,1301,"CD8+CD4-"
"24201",2324,2922,1417,2477,5405,4808,2222,4280,2131,1380,"CD56dim"
"24203",2283,4994,943,3359,5055,4236,2268,4889,3539,2981,"Monocytes"
"24208",6484,4342,1352,6499,5286,2259,2338,6151,1702,1238,"Mature SIg Lambda"
"24213",2090,4107,1942,4092,5204,4820,2407,5340,3458,2584,"Monocytes"
"24214",2638,2285,3583,4237,5230,3230,3172,3861,4603,7002,"Eosinophils"
"24218",2143,5242,70,4217,5007,3865,1815,5340,3362,3761,"Monocytes"
"24223",1989,4170,7170,5611,5373,1012,5748,2399,1622,1146,"CD4+CD8-"
"24225",2212,2618,7054,5823,5323,1873,5646,2296,1715,894,"CD4+CD8-"
"24228",2320,4317,1845,4209,4584,4369,2302,4730,3466,3022,"Monocytes"
"24233",2238,3568,2086,3899,4638,3976,1858,4605,2944,3999,"Monocytes"
"24236",2080,3682,1461,4093,5672,4879,3502,5771,3153,2640,"Monocytes"
"24239",2594,5110,632,3796,4948,3856,1988,4967,3465,4192,"Monocytes"
"24240",2144,4270,1236,4334,5138,4102,2580,4960,3528,3183,"Monocytes"
"24241",6199,3320,1544,6446,5162,4114,2488,2587,1687,1207,"Mature SIg Kappa"
"24242",2903,3107,2905,4516,5398,3318,3764,4034,4053,7159,"Eosinophils"
"24244",1581,2686,7290,5805,5531,1499,6448,2184,1903,1586,"CD4+CD8-"
"24245",2020,4386,1674,4222,5022,4721,2623,5122,3485,3795,"Monocytes"
"24247",2335,140,7120,4529,5721,5147,5086,6236,2025,1450,"CD8+CD4-"
"24255",2073,2372,7023,4492,5750,3435,4978,6419,2339,1474,"CD8+CD4-"
"24262",2247,1783,6842,2871,5508,1858,4476,6021,1956,1268,"CD8+CD4-"
"24264",2491,3895,1227,3667,4983,4561,1572,4848,3848,2943,"Monocytes"
"24266",2492,4913,1354,3845,4996,4345,2614,5153,3424,3138,"Monocytes"
"24272",2299,5341,2814,4923,5272,3747,3515,5249,3054,2180,"Monocytes"
"24275",2468,4598,1811,4160,4981,4057,2412,4795,3652,3352,"Monocytes"
"24281",2017,1272,7000,5985,5523,1443,6451,2421,2096,1380,"CD4+CD8-"
"24282",2155,4831,1420,3867,5113,4647,2718,5259,3425,3220,"Monocytes"
"24285",3053,1644,6564,5796,5419,1998,5669,1865,2402,1641,"CD4+CD8-"
"24290",2890,4508,7311,5809,5207,1853,6025,2185,1799,830,"CD4+CD8-"
"24293",2572,2706,7270,5980,5510,2391,5878,2140,1809,1453,"CD4+CD8-"
"24295",2928,3545,7350,5903,5602,2170,5765,1958,2263,1646,"CD4+CD8-"
"24298",2052,4184,7373,5984,5619,1714,6767,1679,2037,1401,"CD4+CD8-"
"24299",1457,3234,7021,5756,5438,1121,6112,1524,1689,885,"CD4+CD8-"
"24302",2120,4740,2396,3701,4806,3942,2767,4621,2712,3456,"Monocytes"
"24306",2404,1470,7209,1887,5317,1112,5889,6236,2078,790,"CD8+CD4-"
"24309",2321,5093,1477,3675,4761,4358,1849,5447,3367,3334,"Monocytes"
"24314",2108,3439,6957,1730,5592,2214,5411,6472,2105,1249,"CD8+CD4-"
"24316",2484,4926,800,3669,5029,3564,1909,4822,3085,3747,"Monocytes"
"24317",3083,4987,2447,2513,5306,6681,374,3375,2285,1716,"CD56bright"
"24320",2418,4761,1722,1743,5646,4789,2581,4405,2506,1662,"CD56dim"
"24321",2419,4483,2080,3301,4853,4782,2525,5093,2749,4275,"Monocytes"
"24322",2119,2226,2371,1811,5289,4869,2190,4616,1343,897,"CD56dim"
"24329",2905,3220,4323,4516,5257,3659,3648,4336,3876,7101,"Eosinophils"
"24331",2116,1550,6982,1639,5587,2511,5754,6390,1945,1415,"CD8+CD4-"
"24332",2156,2708,6490,1472,5391,1802,5103,5896,2081,1185,"CD8+CD4-"
"24337",2730,2486,1411,1556,5224,2120,2124,3817,1911,1498,"CD56dim"
"24341",6357,4755,2887,6658,5257,6748,749,2702,1727,1099,"Mature SIg Kappa"
"24342",2303,2228,7071,2265,5454,1617,5868,6328,1513,1331,"CD8+CD4-"
"24343",2209,4786,1823,3951,4672,3901,2437,4446,2699,4339,"Monocytes"
"24349",2450,5006,2262,3671,5100,4946,1277,5093,3169,3916,"Monocytes"
"24351",2706,1973,6677,3751,5689,1881,5071,6112,2070,1336,"CD8+CD4-"
"24355",5908,2544,1616,6385,5133,2415,2540,5329,1504,946,"Mature SIg Lambda"
"24358",2312,4682,1619,3737,4889,3467,2342,4739,3276,3647,"Monocytes"
"24361",2806,3160,6977,5497,5306,2097,5544,1599,1525,1062,"CD4+CD8-"
"24363",2148,2411,860,2491,5369,4587,2176,4196,1960,1509,"CD56dim"
"24364",2401,4582,2489,2509,5239,6190,457,3287,2789,1806,"CD56bright"
"24369",2142,5499,1743,3693,4896,5131,2604,5745,3237,2527,"Monocytes"
"24370",1531,3029,6955,1666,5391,2230,5661,6448,1597,1076,"CD8+CD4-"
"24374",2401,2664,6739,3721,5578,2020,5252,6314,2287,1450,"CD8+CD4-"
"24378",5936,2678,2140,6869,5521,4320,4159,7210,2508,1711,"Mature SIg Lambda"
"24380",1171,2930,7083,5871,5421,1983,6492,2692,1768,1469,"CD4+CD8-"
"24381",2616,4705,7559,5786,5226,1977,5765,2434,1660,926,"CD4+CD8-"
"24386",2047,1571,7020,5507,5129,1563,5583,2412,1632,798,"CD4+CD8-"
"24395",2639,1916,7340,5726,5311,1599,5820,1826,1671,848,"CD4+CD8-"
"24400",3329,3154,3583,4528,5273,3462,3954,4192,3864,7226,"Eosinophils"
"24401",2650,4036,2318,2516,5501,5025,2597,4282,2162,1832,"CD56dim"
"24410",1803,3601,6898,3007,5199,1531,5829,6284,1486,1347,"CD8+CD4-"
"24411",2567,4654,1653,4059,5176,3982,2277,4809,3368,4426,"Monocytes"
"24413",2177,4900,1673,3559,4951,4056,2693,4794,3441,3136,"Monocytes"
"24414",2229,2747,7029,3625,5623,3276,5189,5812,1985,1301,"CD8+CD4-"
"24415",2449,1348,6830,2146,5595,1957,4940,5769,1866,1229,"CD8+CD4-"
"24416",1852,439,7399,5985,5568,1901,6463,2063,1791,1279,"CD4+CD8-"
"24420",2058,4421,1426,3892,4711,3886,2776,4813,3225,3214,"Monocytes"
"24425",2731,3796,6913,2516,5582,2312,4888,5946,1884,1320,"CD8+CD4-"
"24426",6387,2812,226,6747,5261,5864,2649,3191,1986,1082,"Mature SIg Kappa"
"24427",1971,4666,2309,3487,4616,4226,2468,5115,3212,3750,"Monocytes"
"24430",2347,4825,2240,3865,5044,4789,2382,5252,3505,3512,"Monocytes"
"24431",2092,3282,7413,5816,5413,1930,6116,1876,1810,937,"CD4+CD8-"
"24433",2638,4353,1870,3728,5510,4484,2127,5060,3575,3618,"Monocytes"
"24441",2147,5267,593,3611,5031,4472,1717,5486,3359,2962,"Monocytes"
"24443",2483,4610,1680,3874,4946,4680,2141,5175,3122,3627,"Monocytes"
"24445",2671,2440,3274,4383,5218,3245,3706,3796,4443,7469,"Eosinophils"
"24448",2109,2879,7137,4058,5652,2116,5402,6484,2045,1347,"CD8+CD4-"
"24454",2704,3526,7368,5883,5498,1836,6488,2534,2429,1562,"CD4+CD8-"
"24457",3110,4620,7404,5865,5324,1679,5983,2361,1635,1260,"CD4+CD8-"
"24458",2870,3022,3379,4232,5085,3488,3522,4041,4446,6819,"Eosinophils"
"24459",2859,3012,7528,5718,5345,1389,6182,1788,1841,994,"CD4+CD8-"
"24464",2297,4345,7112,5800,5417,1952,6568,2452,1773,1073,"CD4+CD8-"
"24466",6454,4839,2733,6723,5361,3844,2549,6133,2024,1546,"Mature SIg Lambda"
"24469",2496,4259,2293,3993,5800,3868,3089,5187,3936,3140,"Monocytes"
"24470",1557,2096,6551,1659,5752,2097,5856,6270,1949,1320,"CD8+CD4-"
"24471",2209,4303,2661,3603,4852,3701,2248,4506,2612,3506,"Monocytes"
"24478",2292,4394,2820,4276,5201,3906,1997,4986,3768,3091,"Monocytes"
"24481",2462,4237,1747,3392,4900,4634,1564,4954,3345,3370,"Monocytes"
"24483",2184,1952,6900,5689,5446,2076,6629,1902,2120,1132,"CD4+CD8-"
"24489",2493,5022,1650,3651,4907,4053,1935,5518,3495,2319,"Monocytes"
"24494",2395,6119,0,2047,5437,5029,1995,4832,2153,1541,"CD56dim"
"24495",2016,1521,7118,1067,5399,2294,5838,6365,1668,828,"CD8+CD4-"
"24496",2213,1232,6918,2963,5813,2183,5019,5980,1892,1273,"CD8+CD4-"
"24500",2268,4679,7375,5937,5432,1871,6208,2532,1938,983,"CD4+CD8-"
"24505",2029,5526,2709,3332,5056,4195,2792,5372,3646,4252,"Monocytes"
"24508",2287,2515,6499,2689,5460,3742,4803,5970,1575,1160,"CD8+CD4-"
"24511",2175,3589,6999,2558,5382,1337,5668,6191,1873,1290,"CD8+CD4-"
"24514",2215,1721,7145,5830,5451,1381,6574,1814,2024,1282,"CD4+CD8-"
"24517",2537,5472,662,4236,5113,3801,2789,5242,3468,2423,"Monocytes"
"24522",2623,1600,6756,5932,5394,2131,6334,2579,1975,1706,"CD4+CD8-"
"24523",2139,4138,1843,3944,5327,4938,2518,5661,3714,3097,"Monocytes"
"24533",6046,3956,2612,6371,5231,2759,3221,5315,1780,1154,"Mature SIg Lambda"
"24538",2515,4437,2882,4372,4913,4545,1839,4808,2943,3500,"Monocytes"
"24539",1594,4488,6812,2151,5479,1874,6009,6506,1764,1099,"CD8+CD4-"
"24542",1970,2927,6782,1538,4894,1448,5504,2019,1331,752,"TCRgd-"
"24547",1956,2626,6886,2039,5593,2677,4981,6057,1874,1312,"CD8+CD4-"
"24548",2533,5030,2038,4220,4936,4327,1910,5193,3164,3684,"Monocytes"
"24551",2235,2707,3430,4405,5207,3100,3633,4147,3593,6837,"Eosinophils"
"24555",2796,2534,7395,5880,5522,1776,6112,2406,1895,1104,"CD4+CD8-"
"24558",2005,4605,2730,3548,4885,4829,2449,5356,3463,3407,"Monocytes"
"24565",3375,3063,2893,3446,3513,2132,2317,3468,4531,2283,"Monocytes"
"24566",2163,5738,1737,2269,5504,5489,1758,2956,2375,1688,"CD56dim"
"24574",2299,4483,2740,4097,4675,4252,2528,5084,2864,3785,"Monocytes"
"24580",1931,2395,2483,1768,5459,4501,2211,3875,1921,1273,"CD56dim"
"24581",2306,2092,6880,5654,5276,1786,5950,2059,1749,977,"CD4+CD8-"
"24583",2256,2745,3126,4276,5092,2954,3894,3918,4682,7254,"Eosinophils"
"24587",2095,5513,2378,4215,5146,3479,4142,5277,3008,2170,"Monocytes"
"24589",6562,3460,1697,6778,5611,3852,4348,6977,2448,1923,"Mature SIg Lambda"
"24592",2346,3345,3346,4569,5110,3619,4098,4241,4149,7341,"Eosinophils"
"24596",2353,5022,7156,5827,5485,1767,6362,1909,1836,911,"CD4+CD8-"
"24606",2252,4979,2546,2975,4633,3797,2874,4811,3031,3254,"Monocytes"
"24612",2204,3069,3675,4580,5301,3738,4174,4086,3777,7365,"Eosinophils"
"24614",1608,3775,7119,5916,5580,2025,6458,2812,2272,1543,"CD4+CD8-"
"24617",2085,4963,2362,3478,4968,3777,2406,5049,2934,4077,"Monocytes"
"24620",6633,2572,2603,6616,5465,3658,2210,6760,1835,1124,"Mature SIg Lambda"
"24621",2246,4569,7221,5810,5327,1553,6163,2335,1972,1022,"CD4+CD8-"
"24623",2311,3690,1634,2100,5271,4560,2668,4845,2184,1260,"CD56dim"
"24625",1944,1726,7167,1489,5626,1295,6060,6321,1653,1179,"CD8+CD4-"
"24626",2390,1011,6859,2218,5540,1674,6229,6338,2419,1273,"CD8+CD4-"
"24629",1908,732,7162,1660,5210,2354,5733,6370,1701,816,"CD8+CD4-"
"24631",2049,5136,1149,3493,5064,4875,2444,5453,3907,4158,"Monocytes"
"24633",2094,4519,7670,1070,5308,1929,5742,2024,2019,1138,"TCRgd-"
"24634",1829,3246,7105,5567,5349,1687,6309,2008,1765,1084,"CD4+CD8-"
"24636",1823,2419,6873,1832,5574,2284,5324,6202,1717,1369,"CD8+CD4-"
"24637",6311,3756,1734,6538,5061,3340,2598,6520,1954,1101,"Mature SIg Lambda"
"24642",2964,985,7297,5588,5252,1925,6006,1752,1888,1143,"CD4+CD8-"
"24647",2630,2700,3119,4362,5082,3163,3618,4142,4722,6818,"Eosinophils"
"24653",2476,3498,3963,4486,5374,3380,4028,4023,3818,7535,"Eosinophils"
"24656",2241,4954,7126,5670,5136,1735,6189,2370,1646,842,"CD4+CD8-"
"24657",2083,3147,6840,1325,5412,1805,5658,6044,1820,1099,"CD8+CD4-"
"24658",2113,4944,1894,3405,4946,4155,1710,5260,3660,3675,"Monocytes"
"24661",2107,4564,1216,3731,4955,4816,3171,5215,3273,3489,"Monocytes"
"24663",1938,2215,7124,5653,5370,2031,5886,1834,1941,862,"CD4+CD8-"
"24665",2352,6044,134,1391,5449,5177,2413,5318,2093,1485,"CD56dim"
"24668",2215,2599,7087,2203,5678,4862,5523,6455,1611,1495,"CD8+CD4-"
"24670",2597,4829,7102,5552,5282,1802,5962,1757,1545,885,"CD4+CD8-"
"24671",2274,4558,1225,3749,4890,3342,2422,4710,3224,3521,"Monocytes"
"24672",2984,2449,3778,4682,5516,3764,3884,4232,3898,7911,"Eosinophils"
"24676",1801,3111,7241,5827,5380,2053,5857,1747,1694,755,"CD4+CD8-"
"24677",2472,1052,6896,2414,5374,2477,3545,5277,1819,1028,"CD8+CD4-"
"24685",2153,2386,6923,2117,5584,3129,4884,5949,1907,1388,"CD8+CD4-"
"24688",2513,4549,2371,4150,4940,4240,2226,4525,3423,3348,"Monocytes"
"24690",1972,3649,7145,1807,5428,2404,6244,6431,1582,1213,"CD8+CD4-"
"24692",2721,5773,1756,2214,5508,5621,1396,5325,2272,1698,"CD56dim"
"24694",2781,3282,3782,4467,5081,3541,3503,4106,4378,6954,"Eosinophils"
"24702",2536,5062,2444,3041,4921,3955,2348,4953,3428,4271,"Monocytes"
"24706",2613,3461,6926,5775,5662,1918,7052,1711,2118,1372,"CD4+CD8-"
"24710",2493,2778,7605,5703,5354,1453,5809,2475,1805,1129,"CD4+CD8-"
"24714",2287,3268,6847,4079,5672,1769,4826,6393,2033,1293,"CD8+CD4-"
"24716",3027,3499,3685,4564,5156,3661,3759,4066,4534,7355,"Eosinophils"
"24719",2092,3476,6863,1229,5492,1234,5861,6452,1714,1168,"CD8+CD4-"
"24733",2565,3761,3520,4708,5247,3464,4233,4339,4472,7380,"Eosinophils"
"24734",2919,1868,6215,1891,5623,1343,5855,6186,2153,1466,"CD8+CD4-"
"24739",2490,4427,3162,3583,4966,3768,2197,4733,3198,3132,"Monocytes"
"24744",1931,3471,6623,5491,5247,1690,6168,2508,1681,894,"CD4+CD8-"
"24757",2004,5141,2173,4146,4907,3744,2756,4785,3520,3386,"Monocytes"
"24758",2017,4300,2542,4165,4825,4594,2840,4831,3249,2992,"Monocytes"
"24763",2117,3489,6740,1738,5568,2947,5392,6142,2225,1293,"CD8+CD4-"
"24765",1944,2649,6592,1561,5610,3851,4277,6068,1648,1127,"CD8+CD4-"
"24791",2382,3018,3110,4318,5138,3057,3605,4143,3686,6978,"Eosinophils"
"24798",1720,1593,7087,5735,5478,1830,6420,2324,1631,905,"CD4+CD8-"
"24804",2068,2913,7241,2187,5473,2124,5843,6528,1804,1070,"CD8+CD4-"
"24814",2116,1514,7072,5921,5510,2056,5617,2336,1857,1304,"CD4+CD8-"
"24816",1593,3081,7305,5971,5525,1609,6194,2532,1870,1251,"CD4+CD8-"
"24820",1581,3108,6645,5861,5467,1681,6205,2410,1954,1325,"CD4+CD8-"
"24825",1984,2583,7156,2443,5757,2614,5638,6340,2010,1404,"CD8+CD4-"
"24829",1365,3805,7253,6098,5688,2143,6288,2395,1915,1466,"CD4+CD8-"
"24838",2292,3718,2905,4179,5488,3045,2917,4766,3291,3097,"Monocytes"
"24840",2624,3130,6857,5916,5429,1884,5616,1722,2035,1224,"CD4+CD8-"
"24841",2323,1097,6816,5635,5369,1689,6107,2657,1849,1251,"CD4+CD8-"
"24846",2216,2250,6880,1124,5662,4324,4753,6115,1849,1477,"CD8+CD4-"
"24857",2390,1833,7351,5950,5483,1803,5413,1967,2021,1363,"CD4+CD8-"
"24858",6438,4220,3126,6658,5347,6658,3707,3638,1802,1554,"Mature SIg Kappa"
"24862",2153,1655,7163,5625,5443,1549,5927,2895,2131,1391,"CD4+CD8-"
"24863",2919,2581,2893,4098,5097,3177,4035,4055,4344,6934,"Eosinophils"
"24864",2028,5352,1262,3312,4866,2771,2303,5111,3270,1898,"Monocytes"
"24866",2581,1899,6841,5622,5267,1431,5907,2461,2025,1113,"CD4+CD8-"
"24867",2164,4601,2642,3396,4946,3504,2455,4647,3700,3464,"Monocytes"
"24868",2449,6015,405,1979,5454,6537,1110,2811,2524,1817,"CD56bright"
"24875",1217,3834,7276,5771,5561,1924,6769,1892,2129,1477,"CD4+CD8-"
"24877",2304,3672,6911,2843,5462,2431,5741,6306,1908,1056,"CD8+CD4-"
"24881",2239,1867,6867,1480,5218,1398,5846,6348,1596,1107,"CD8+CD4-"
"24888",2019,3281,2881,4343,5290,3362,3483,3856,4567,6963,"Eosinophils"
"24890",2502,3810,7060,2118,5475,2029,5975,6348,1671,1562,"CD8+CD4-"
"24892",2926,2990,3382,4540,5258,3139,3734,4336,3947,7312,"Eosinophils"
"24905",3025,4915,705,4268,5040,3929,2492,5107,3424,3481,"Monocytes"
"24910",2537,4150,1410,1627,4742,5880,593,1882,1711,755,"CD56bright"
"24911",1873,3361,6948,2158,5492,1811,5691,6173,1789,1166,"CD8+CD4-"
"24912",2100,5370,1246,3766,5068,4533,2317,5315,3456,4135,"Monocytes"
"24919",2658,2953,3390,4255,5112,2909,3374,3704,4586,6782,"Eosinophils"
"24925",1972,2647,6866,1865,5545,2086,4989,5180,1702,1218,"CD8+CD4-"
"24926",2687,3570,3712,4425,5220,3863,3627,4229,3687,7015,"Eosinophils"
"24929",2360,5034,231,3716,5148,4568,2168,5046,3586,3604,"Monocytes"
"24930",2154,2564,7001,4139,5539,4475,5126,5935,2174,2114,"CD8+CD4-"
"24940",1854,1425,7147,5840,5461,2284,5849,2327,2063,1578,"CD4+CD8-"
"24943",2514,3859,2796,3968,5698,3938,4223,5413,3652,2439,"Monocytes"
"24945",1717,2296,7080,4496,5623,4202,5764,6046,1869,1309,"CD8+CD4-"
"24948",6082,2550,1113,6479,5153,4092,3060,2011,1762,1068,"Mature SIg Kappa"
"24951",2442,2481,2092,1656,5402,4256,2236,4697,1856,1129,"CD56dim"
"24952",1995,1856,7051,5832,5547,1525,6861,2561,2442,1612,"CD4+CD8-"
"24960",1870,161,7133,1113,5676,5089,5038,3341,2117,1399,"TCRgd-"
"24963",2468,2774,6989,4639,5557,2749,5155,6501,2116,1355,"CD8+CD4-"
"24977",2646,5849,6892,5881,5715,1268,6436,2491,2299,1729,"CD4+CD8-"
"24978",2344,2861,7040,5796,5372,1468,6246,1929,2060,1168,"CD4+CD8-"
"24982",2714,4866,975,3405,5338,5912,256,1320,2238,1377,"CD56bright"
"24988",2184,4681,7368,5856,5437,2078,6233,1881,1837,1204,"CD4+CD8-"
"24989",2260,3440,7438,5744,5287,1817,5886,1720,1649,856,"CD4+CD8-"
"24993",2138,2608,6667,879,5607,1901,5224,6009,2143,1154,"CD8+CD4-"
"24996",1548,4842,7450,5867,5424,1956,6403,1910,1871,1369,"CD4+CD8-"
"25001",2316,3656,2639,2491,3884,2934,1969,3470,2145,3328,"Monocytes"
"25004",2396,4989,1798,4212,5208,4247,1845,5468,3376,3311,"Monocytes"
"25009",2628,2701,6790,5603,5627,2013,5847,6432,2006,1374,"CD8+CD4-"
"25012",2617,2213,7019,5962,5651,1735,5673,2218,2172,1706,"CD4+CD8-"
"25015",2315,4246,1221,1664,5097,4839,1791,4642,1985,1251,"CD56dim"
"25026",2696,1791,6986,3175,5654,4068,4853,5969,1769,1377,"CD8+CD4-"
"25028",1948,2565,6894,5754,5438,1547,6068,2484,1959,1099,"CD4+CD8-"
"25032",2693,2136,2737,4079,5008,3000,3566,3960,4192,6833,"Eosinophils"
"25033",2727,4805,3136,3094,4776,2907,2615,4539,2983,3697,"Monocytes"
"25035",2364,1396,6686,1584,5687,3739,5445,6156,1820,1140,"CD8+CD4-"
"25036",2742,2468,6926,5664,5338,1700,6838,1459,1986,1216,"CD4+CD8-"
"25038",2764,3581,3664,4332,5231,3428,3976,4002,4436,7109,"Eosinophils"
"25040",3499,3440,3294,4798,5290,3762,3650,4260,3811,7411,"Eosinophils"
"25041",1835,1899,6966,5852,5319,1732,5878,2530,2074,1401,"CD4+CD8-"
"25043",1829,3299,7064,1434,5412,1179,6108,6533,1690,1284,"CD8+CD4-"
"25044",6203,4193,1484,6474,5021,2443,3699,5160,1740,1039,"Mature SIg Lambda"
"25048",2993,2288,7060,5830,5528,1964,6579,1434,2042,1251,"CD4+CD8-"
"25049",1976,2437,3455,4185,5272,3255,3718,3866,4549,7169,"Eosinophils"
"25052",2373,645,6658,1440,5400,3000,4544,6043,1817,1284,"CD8+CD4-"
"25057",1988,5909,1708,2308,5143,5649,3332,5401,2059,1471,"CD56dim"
"25059",2392,4848,3086,3486,5067,4106,1976,5049,3516,3440,"Monocytes"
"25063",2934,724,7043,1556,5516,5044,4952,6049,1835,1157,"CD8+CD4-"
"25068",2059,1856,7233,5731,5514,1962,5977,1972,1625,1051,"CD4+CD8-"
"25073",1373,3619,6757,5783,5471,1857,6343,1912,1932,1045,"CD4+CD8-"
"25075",1867,1505,6966,4345,5635,2128,5450,6078,2206,1260,"CD8+CD4-"
"25076",2720,2257,6887,5725,5484,1396,6596,2464,1818,1428,"CD4+CD8-"
"25077",2334,4928,2044,3937,4982,4752,2348,5161,3698,3752,"Monocytes"
"25078",2273,2926,7134,6011,5550,1725,6261,2272,2082,1609,"CD4+CD8-"
"25080",2495,842,7078,1747,5576,2805,5014,5530,1780,1254,"CD8+CD4-"
"25082",2891,2567,3947,4712,5285,3749,3691,4245,3549,7619,"Eosinophils"
"25086",2207,3961,7121,1798,5656,1240,4598,6154,1914,1293,"CD8+CD4-"
"25088",2192,1936,6878,5069,5655,2307,5164,6014,2012,1404,"CD8+CD4-"
"25090",1746,3404,7086,3504,5471,1781,5914,6382,1745,1293,"CD8+CD4-"
"25093",2362,4881,2369,4295,4788,3567,2610,4831,3290,3456,"Monocytes"
"25095",2146,3144,7399,5786,5404,1914,6231,2510,1697,1073,"CD4+CD8-"
"25096",5797,1329,2219,6458,4949,2554,2225,5865,2049,1287,"Mature SIg Lambda"
"25100",2631,1952,7010,2005,5259,2223,5755,6139,1437,649,"CD8+CD4-"
"25101",2454,4776,1035,4320,4930,4385,2611,5437,3665,3151,"Monocytes"
"25103",1232,3555,7099,5775,5507,1812,5789,1779,1606,943,"CD4+CD8-"
"25109",2081,906,6773,2326,5334,1699,4341,5796,1537,977,"CD8+CD4-"
"25129",2117,3583,2995,4450,5142,3253,3885,4221,4317,7013,"Eosinophils"
"25137",1918,1041,6944,2583,5714,943,5519,6513,2293,1450,"CD8+CD4-"
"25140",2255,4916,2277,4250,5040,4592,2154,4959,3395,3612,"Monocytes"
"25143",2340,1506,6899,2525,5819,5456,5663,6297,2201,1557,"CD8+CD4-"
"25145",2390,3391,6808,6029,5491,1974,6546,1859,1805,1101,"CD4+CD8-"
"25146",2685,4606,2748,3605,5069,4914,2774,5482,3665,3047,"Monocytes"
"25150",2660,4923,1336,4094,4919,4234,1977,5375,3320,2383,"Monocytes"
"25156",2596,4780,784,4136,4904,3399,2112,4895,2796,3949,"Monocytes"
"25160",2191,615,6932,6054,5678,1833,6208,2328,1826,1312,"CD4+CD8-"
"25164",2264,5840,3743,2039,5538,5162,1890,5345,2111,1612,"CD56dim"
"25171",2673,5118,2241,3834,4861,4408,1895,5151,3398,4356,"Monocytes"
"25173",2449,3305,7207,5878,5450,1733,5355,2681,2359,1445,"CD4+CD8-"
"25181",2413,3818,7391,5638,5315,1289,5830,1517,1404,705,"CD4+CD8-"
"25183",2304,4517,7180,5632,5236,1459,6179,2346,1844,1076,"CD4+CD8-"
"25187",2698,2185,6952,5723,5428,2314,6613,2178,1689,1079,"CD4+CD8-"
"25189",2192,2878,7093,5791,5601,1478,5873,1911,1340,1070,"CD4+CD8-"
"25192",2204,3850,1667,1981,5346,4862,2044,5027,2074,1358,"CD56dim"
"25195",2172,4825,782,4550,5101,4157,2125,5419,3944,2643,"Monocytes"
"25202",2347,4493,2800,3548,4824,4201,1988,4736,3292,3149,"Monocytes"
"25203",2522,2359,3257,4266,5106,3125,3768,4149,3622,6727,"Eosinophils"
"25205",2091,3191,6870,5684,5359,2007,6370,2004,2177,1509,"CD4+CD8-"
"25214",2019,4836,2145,2903,4795,3801,2837,4309,2917,3574,"Monocytes"
"25216",2615,4908,2816,3141,4714,4630,2432,5114,3205,3730,"Monocytes"
"25217",2973,2775,3470,4476,5092,3160,3575,4151,4600,6846,"Eosinophils"
"25218",5705,6085,1360,7079,5404,6636,1650,2034,1917,1210,"Mature SIg Kappa"
"25221",6520,1651,1503,6704,5514,4129,2538,6545,2020,1374,"Mature SIg Lambda"
"25224",2655,5477,2800,1855,5146,5179,2611,5222,2318,1401,"CD56dim"
"25226",2770,2997,6847,1191,5493,2009,4773,2408,1982,1369,"TCRgd-"
"25227",2855,4195,2452,4159,4955,3718,2327,4622,2905,3907,"Monocytes"
"25231",3188,5512,7469,5802,5352,1658,6212,2448,1732,900,"CD4+CD8-"
"25236",2186,3348,3423,4231,5227,3258,3253,4118,4256,6856,"Eosinophils"
"25237",2529,3352,6701,1261,5270,2446,5808,6369,1641,749,"CD8+CD4-"
