"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"30365",2342,4212,3013,4574,5065,5073,3009,4932,5145,2721,"Monocytes"
"30369",2028,2306,7060,5776,5560,2341,5542,2827,1810,1447,"CD4+CD8-"
"30371",1855,1253,6738,5914,5488,2101,5818,2077,1598,877,"CD4+CD8-"
"30384",1859,1066,6627,1549,5457,2112,5724,6232,1635,902,"CD8+CD4-"
"30386",1846,3573,7265,5772,5509,2189,6371,1976,1725,1132,"CD4+CD8-"
"30389",2356,3767,7215,5901,5290,1996,6072,2181,1621,931,"CD4+CD8-"
"30396",3058,899,6544,1635,5690,4510,6350,6369,2142,1654,"CD8+CD4-"
"30399",2201,3812,7221,5948,5412,1882,6084,2733,1650,766,"CD4+CD8-"
"30405",2691,2071,6860,2193,5766,1424,6018,6557,2246,1251,"CD8+CD4-"
"30415",2578,4972,6761,5877,5433,1609,6024,2218,1511,1059,"CD4+CD8-"
"30424",3984,3823,3729,6140,4501,5196,3891,3756,1333,1444,"Mature SIg Kappa"
"30425",2483,3927,6924,5862,5416,1540,5966,3034,1453,1067,"CD4+CD8-"
"30441",3086,2717,6776,1991,5819,2587,5355,6193,1962,1385,"CD8+CD4-"
"30450",2096,3768,7054,5718,5390,2189,5701,2261,1306,763,"CD4+CD8-"
"30451",2009,3145,7329,5906,5637,1634,6401,2213,1618,1107,"CD4+CD8-"
"30454",4703,2835,2995,5324,4257,2944,2202,4966,827,1104,"Mature SIg Lambda"
"30460",2119,2320,7030,5967,5643,1875,6528,1974,1694,1380,"CD4+CD8-"
"30473",2142,1259,6873,5828,5434,1860,5898,2341,2639,1005,"CD4+CD8-"
"30475",3032,950,6696,5849,5558,2121,5916,1950,1898,1157,"CD4+CD8-"
"30478",3143,3336,7070,6110,5577,1965,6765,2700,1730,994,"CD4+CD8-"
"30483",2746,2768,6106,3174,5147,6141,4326,7189,805,894,"CD8+CD4-"
"30486",2457,3232,6521,5388,5364,2422,6145,2891,2505,951,"CD4+CD8-"
"30492",5748,1579,2286,5750,5154,5607,2569,2907,1220,836,"Mature SIg Kappa"
"30494",1809,4437,7018,5680,5245,2411,5580,2460,1091,728,"CD4+CD8-"
"30495",1681,3326,6730,5681,5387,1803,6116,2574,1528,968,"CD4+CD8-"
"30505",2222,1947,6805,5917,5654,1610,6313,2241,1580,1165,"CD4+CD8-"
"30531",3154,3926,3844,4812,5470,3626,3721,4170,4426,7361,"Eosinophils"
"30535",5766,2583,3221,6380,5275,3699,2364,5716,1497,1017,"Mature SIg Lambda"
"30536",6327,3122,2855,6496,5349,5529,2270,4710,1471,983,"Mature SIg Kappa"
"30538",2639,2572,6780,5990,5574,2008,6204,2613,1781,1347,"CD4+CD8-"
"30560",2883,3901,6622,5650,5542,4435,5492,3952,2776,3078,"CD4+CD8-"
"30576",2282,1064,6985,1932,5498,4342,5512,6307,1959,1485,"CD8+CD4-"
"30581",5839,2180,3349,6486,5058,4955,2325,5481,1371,997,"Mature SIg Lambda"
"30583",1931,3105,6438,2924,5746,1834,5002,2054,2020,1036,"TCRgd-"
"30594",1771,2985,6370,3675,5753,2762,6062,6209,1949,1229,"CD8+CD4-"
"30598",3054,4354,6723,2430,5555,1723,6095,6218,1313,1011,"CD8+CD4-"
"30607",2315,3944,6953,5880,5315,2061,5878,2579,1644,737,"CD4+CD8-"
"30615",2388,4480,2158,3759,5395,5056,2916,5127,3045,3553,"Monocytes"
"30616",2189,2899,7206,2302,5535,1434,6079,6286,1633,1098,"CD8+CD4-"
"30631",2638,2851,6941,5784,5499,1936,5471,2417,1748,951,"CD4+CD8-"
"30636",1809,3184,7314,5901,5570,2056,6075,1898,1608,985,"CD4+CD8-"
"30639",2935,1085,6820,5738,5447,1566,6694,2213,2725,1073,"CD4+CD8-"
"30640",2919,4172,3352,4467,5458,5027,3224,5306,3776,3553,"Monocytes"
"30642",5790,3022,1952,6125,5468,5793,1029,3726,1762,1210,"Mature SIg Kappa"
"30644",4976,2991,2887,5762,4676,5508,2463,4033,1156,816,"Mature SIg Kappa"
"30646",2258,3005,7215,5877,5576,1974,5017,2431,2097,1110,"CD4+CD8-"
"30652",2608,2099,6875,5748,5466,1847,6393,2485,1675,945,"CD4+CD8-"
"30666",5977,4243,2426,6681,5406,4031,2311,5292,1185,795,"Mature SIg Lambda"
"30669",2406,3157,6881,5958,5647,2169,6390,2355,1406,1112,"CD4+CD8-"
"30674",1920,4769,7304,5789,5502,1849,6140,2418,1920,871,"CD4+CD8-"
"30675",1989,3648,7236,5735,5254,1769,5694,2089,1435,914,"CD4+CD8-"
"30676",2954,3260,7271,5931,5492,1734,5889,2518,1778,1160,"CD4+CD8-"
"30680",2285,2525,6800,5697,5487,1848,6430,1978,1810,1140,"CD4+CD8-"
"30682",6438,3195,3625,6500,5243,3790,1738,4676,1435,1171,"Mature SIg Lambda"
"30685",1775,3040,6975,5958,5353,2060,5891,3031,2065,1118,"CD4+CD8-"
"30687",2615,2490,3937,5195,5593,3512,4058,3792,3966,8191,"Eosinophils"
"30692",2655,1446,6965,6047,5693,1903,5172,2608,2005,1412,"CD4+CD8-"
"30714",1821,2358,6279,5721,5345,1656,6376,3555,1695,894,"CD4+CD8-"
"30716",1563,3478,6732,5767,5349,1988,5736,2223,1650,874,"CD4+CD8-"
"30719",2327,4430,2151,3984,5457,5332,3092,5188,3930,3444,"Monocytes"
"30722",1895,2805,6985,1484,5689,2820,4920,6299,2038,1204,"CD8+CD4-"
"30724",2975,4603,3298,3767,5202,5066,2847,5001,5333,3765,"Monocytes"
"30732",2042,1773,6971,2597,5810,2033,5074,6397,2065,1554,"CD8+CD4-"
"30736",2692,2353,6896,2178,5535,2870,5844,6233,1355,928,"CD8+CD4-"
"30745",2866,2876,6744,1572,5392,1783,5761,6278,1594,951,"CD8+CD4-"
"30753",2622,2064,3590,4663,5429,3670,3920,4018,4530,7461,"Eosinophils"
"30766",1813,3057,7059,5947,5693,3437,5528,2981,1587,1132,"CD4+CD8-"
"30772",1917,4099,6969,5779,5398,1882,6061,1829,1632,851,"CD4+CD8-"
"30773",1962,2469,3691,4754,5521,3414,3983,3930,4435,7851,"Eosinophils"
"30777",1865,5261,7171,5741,5231,1948,5893,2101,1363,851,"CD4+CD8-"
"30781",1946,2842,6838,1682,5686,2648,5557,6310,2256,1124,"CD8+CD4-"
"30782",2320,5902,84,2571,5357,6455,1061,3968,2059,1447,"CD56bright"
"30783",5477,3077,3450,6318,5045,5874,2069,4623,1303,761,"Mature SIg Kappa"
"30811",1728,1847,6966,1839,5886,1520,5903,6450,2053,1325,"CD8+CD4-"
"30813",2332,3637,6558,5978,5590,2219,5707,2671,2181,1377,"CD4+CD8-"
"30814",2164,4544,7244,5755,5254,1776,5844,2328,1603,743,"CD4+CD8-"
"30822",2421,3925,6487,2913,5411,2248,5666,6059,1748,931,"CD8+CD4-"
"30845",2181,3679,6747,2322,5244,1895,5721,6040,1692,994,"CD8+CD4-"
"30852",2435,2659,6410,3326,5000,1788,5209,4555,2357,1039,"TCRgd-"
"30866",2314,1799,7114,5918,5575,1918,6676,1867,1826,1262,"CD4+CD8-"
"30873",2146,3509,6571,5878,5714,2271,6458,2283,1503,1677,"CD4+CD8-"
"30896",3066,3521,6849,2313,5879,1179,6462,6494,2139,1431,"CD8+CD4-"
"30923",3225,4057,7020,5905,5426,1770,6075,1990,1593,1039,"CD4+CD8-"
"30935",2226,1375,7169,5773,5467,1565,5966,2040,1417,859,"CD4+CD8-"
"30944",2505,4909,7035,5786,5317,1663,6194,1618,1335,965,"CD4+CD8-"
"30946",5769,4148,3338,6419,5399,4877,3753,6852,1303,908,"Mature SIg Lambda"
"30951",2343,2102,7015,5948,5588,2304,6004,2713,2077,1485,"CD4+CD8-"
"30952",2233,3485,7105,6029,5697,2027,5762,2044,1536,825,"CD4+CD8-"
"30956",2153,4565,1293,3773,5368,5488,2614,5409,3023,4504,"Monocytes"
"30981",2092,2518,3212,4333,5207,3227,3898,3720,4138,7028,"Eosinophils"
"30984",2720,3009,3813,4439,5377,3567,4094,4210,4942,7739,"Eosinophils"
"30997",5059,2346,3842,5976,4905,4325,3115,5116,1263,1146,"Mature SIg Lambda"
"31002",1954,2592,6663,5818,5506,1747,6199,2026,1908,1082,"CD4+CD8-"
"31004",2279,3255,6774,1794,5566,1812,6130,6287,1814,1101,"CD8+CD4-"
"31014",2239,3467,6965,1931,5792,2446,5118,5489,1975,1146,"CD8+CD4-"
"31018",5844,3526,3313,6303,5205,5178,4309,5071,1156,813,"Mature SIg Kappa"
"31020",1445,4335,6951,2308,5601,2212,6092,6299,1249,1073,"CD8+CD4-"
"31039",2399,2665,3683,4863,5466,3354,3453,4077,4701,8191,"Eosinophils"
"31047",6085,4283,2897,6606,5621,4691,2945,6487,1271,937,"Mature SIg Lambda"
"31058",2383,4752,4029,4006,5548,5315,3236,5527,5576,2538,"Monocytes"
"31060",2477,3682,3827,4840,5684,3385,3987,4020,4704,8191,"Eosinophils"
"31071",3338,3698,7205,6032,5667,1877,6253,1755,1665,1129,"CD4+CD8-"
"31077",1771,3164,6859,1791,5547,580,5953,6406,1317,1118,"CD8+CD4-"
"31091",1916,2325,6375,1898,5527,2808,4813,5949,2142,1418,"CD8+CD4-"
"31095",3439,2198,3810,4825,5419,3807,4091,4364,4034,7607,"Eosinophils"
"31098",3333,4867,3295,4265,5443,5196,2400,5302,3154,3521,"Monocytes"
"31104",1666,2625,6369,5823,5659,1483,6289,2614,1734,1179,"CD4+CD8-"
"31114",3168,2236,7042,5942,5599,1917,6349,2517,1989,1374,"CD4+CD8-"
"31120",2256,4369,2775,3263,5400,5241,3026,5241,5061,2600,"Monocytes"
"31122",2096,1497,6693,1882,5777,1619,6039,6391,1868,1210,"CD8+CD4-"
"31160",2059,2887,2942,4258,5450,3297,3516,3689,3521,7028,"Eosinophils"
"31161",2272,2605,6996,1692,5662,1969,5556,6380,1911,1439,"CD8+CD4-"
"31164",2415,1674,7121,5802,5517,1948,5841,2386,1444,968,"CD4+CD8-"
"31166",2534,2901,6611,2161,5588,3163,5935,6390,1906,1361,"CD8+CD4-"
"31174",2976,3906,7071,5729,5244,2035,5667,2280,1330,787,"CD4+CD8-"
"31179",2782,4830,3250,3017,5371,5498,1961,5338,3245,3138,"Monocytes"
"31186",5475,3544,2305,6062,5150,5741,3573,4315,1132,699,"Mature SIg Kappa"
"31189",3029,4777,6960,5667,5327,1227,6400,1842,1549,988,"CD4+CD8-"
"31191",2841,4451,6876,1755,5504,1778,5966,6051,1294,761,"CD8+CD4-"
"31198",2242,4350,2865,3804,5584,5256,2651,5365,4793,2420,"Monocytes"
"31200",2841,2482,7107,5550,5021,1688,4799,1803,1551,746,"CD4+CD8-"
"31205",2972,1997,6559,1399,5814,2388,5853,6392,2239,1580,"CD8+CD4-"
"31214",3471,4231,3215,3811,5767,5285,2593,5325,4269,3220,"Monocytes"
"31215",2346,2751,3147,4355,5433,3470,3517,3939,4238,7647,"Eosinophils"
"31222",2509,2640,7044,2197,5855,4441,6204,6409,2331,1570,"CD8+CD4-"
"31226",2176,4476,2740,3110,5481,5065,2220,5040,3177,3017,"Monocytes"
"31234",2955,3262,7311,5861,5368,1542,5938,2159,1423,743,"CD4+CD8-"
"31236",5767,3966,2491,5680,4884,3515,2093,5057,1152,696,"Mature SIg Lambda"
"31255",2055,4013,7412,5939,5543,1563,6169,2416,1466,836,"CD4+CD8-"
"31261",2410,1775,7011,5815,5493,2275,6327,2434,2452,1048,"CD4+CD8-"
"31265",1983,2196,6822,1954,5346,1362,6007,5439,1393,868,"CD8+CD4-"
"31267",2972,2946,3664,4722,5532,3908,4097,4323,4540,7235,"Eosinophils"
"31268",4571,2532,2533,5250,4005,5423,2342,4220,847,917,"Mature SIg Kappa"
"31270",5674,4135,1638,6155,5296,3768,3083,6118,1394,784,"Mature SIg Lambda"
"31273",2142,3200,2496,4335,5242,3330,3663,3743,3732,7096,"Eosinophils"
"31276",2398,1280,7118,5985,5718,1877,6042,2607,1762,1380,"CD4+CD8-"
"31281",2090,3168,3349,4883,5573,3561,3977,3898,4445,8191,"Eosinophils"
"31285",1953,2194,6509,2203,5678,2200,6317,6220,2097,1193,"CD8+CD4-"
"31289",2731,4686,3014,5203,5139,5286,2571,4984,3100,4367,"Monocytes"
"31303",2646,1908,3169,4696,5410,3186,3987,3823,4495,8191,"Eosinophils"
"31307",2293,3272,7037,5848,5291,1691,6269,2271,1453,839,"CD4+CD8-"
"31311",2633,4572,3565,3946,5695,5566,3343,5249,3520,3548,"Monocytes"
"31313",2705,3315,6795,1465,5616,2312,6130,6317,1344,1140,"CD8+CD4-"
"31321",2048,1864,7000,5743,5466,2117,5641,2192,1641,1107,"CD4+CD8-"
"31324",2603,1966,3397,4268,5288,2755,3730,3822,4425,7446,"Eosinophils"
"31334",2706,3326,6696,2006,5642,1531,5915,6317,1761,1124,"CD8+CD4-"
"31348",2167,3308,6727,5823,5604,1491,6048,3876,1865,1039,"CD4+CD8-"
"31355",5634,3422,2892,5880,5001,5575,3974,4841,1163,752,"Mature SIg Kappa"
"31357",2392,3250,6781,5713,5490,1656,6408,2803,1616,798,"CD4+CD8-"
"31363",2337,2295,3126,4511,5256,2902,3787,3500,4230,7036,"Eosinophils"
"31367",1391,3227,6669,5949,5544,3682,6249,2720,2341,1070,"CD4+CD8-"
"31371",1797,3270,6712,5896,5485,1950,6197,2423,1429,859,"CD4+CD8-"
"31374",2821,3137,6899,6109,5828,2205,6281,2535,2093,1396,"CD4+CD8-"
"31375",2195,3564,7000,5889,5518,1964,6633,1981,1920,1229,"CD4+CD8-"
"31376",2177,2259,6987,2102,5827,2093,5049,5991,2054,1399,"CD8+CD4-"
"31384",2711,3032,4031,5065,5475,3819,3930,3952,4382,8191,"Eosinophils"
"31391",2514,4696,3501,4615,5241,5259,1808,5183,3974,2455,"Monocytes"
"31393",2830,1076,6930,5851,5565,1796,6314,1961,2149,1110,"CD4+CD8-"
"31401",2561,1931,6368,3303,5840,775,5650,6329,2000,1301,"CD8+CD4-"
"31404",5563,2116,2431,5726,5307,4684,2757,3636,1672,960,"Mature SIg Kappa"
"31406",2327,2529,2497,1872,5682,4769,1247,4543,2089,1396,"CD56dim"
"31407",2351,2879,7125,5923,5489,2082,6267,1901,1512,931,"CD4+CD8-"
"31410",2828,603,7069,6062,5617,1962,6663,2682,2759,1366,"CD4+CD8-"
"31412",2712,3471,6790,2162,5740,1539,5679,6274,1971,1199,"CD8+CD4-"
"31416",1885,2587,6655,5816,5450,1542,6710,1593,1883,1053,"CD4+CD8-"
"31419",5492,2618,3259,6022,5138,5694,2820,4226,1499,1090,"Mature SIg Kappa"
"31429",2738,2223,6968,5827,5598,2188,5540,2973,2273,1350,"CD4+CD8-"
"31434",2107,2631,7089,5961,5562,1949,5853,2759,1720,945,"CD4+CD8-"
"31439",1975,3023,6963,2174,5918,1918,5020,5894,2048,1842,"CD8+CD4-"
"31446",4781,2397,2705,5649,4364,5735,1496,3794,829,1096,"Mature SIg Kappa"
"31451",1979,3128,7384,5902,5581,2403,6391,2856,1715,1350,"CD4+CD8-"
"31452",1857,676,6914,5709,5446,2174,5559,1441,1499,810,"CD4+CD8-"
"31458",2135,2510,7328,5966,5617,1675,6272,2155,2133,1073,"CD4+CD8-"
"31459",5761,4543,3290,6345,5265,5760,4236,6090,1033,804,"Mature SIg Kappa"
"31467",2790,3115,6068,3526,5736,1688,5610,6075,1991,1342,"CD8+CD4-"
"31479",2650,1914,7294,6093,5663,1811,5845,2686,2101,1444,"CD4+CD8-"
"31480",2561,2886,3174,4426,5414,3329,3649,3825,4629,7663,"Eosinophils"
"31492",1885,3054,7003,5740,5330,2027,6764,2735,2021,1051,"CD4+CD8-"
"31498",3321,2803,6669,5922,5587,1660,6422,2570,2073,1036,"CD4+CD8-"
"31506",2592,2681,6900,5840,5429,2021,6129,2952,1930,1154,"CD4+CD8-"
"31519",2376,4058,3216,4692,5350,5200,2313,5164,4735,2216,"Monocytes"
"31529",2141,1766,6823,1403,5696,1972,5398,6209,2150,1059,"CD8+CD4-"
"31555",2567,5326,7232,5573,5195,1989,5995,2011,1262,900,"CD4+CD8-"
"31561",2866,2171,6747,5783,5479,1664,5715,2419,1346,1070,"CD4+CD8-"
"31569",5633,3236,4603,5754,4868,4358,2902,5548,1736,1084,"Mature SIg Lambda"
"31574",2801,3007,3659,4577,5317,3531,3600,4066,4140,7402,"Eosinophils"
"31581",1801,3487,6835,2368,5399,2080,5641,5645,1315,798,"CD8+CD4-"
"31583",1963,1927,7242,5932,5566,1816,6305,2448,1516,957,"CD4+CD8-"
"31590",2149,1984,6627,1729,5368,1666,5866,6004,1441,1005,"CD8+CD4-"
"31608",2099,1867,6884,6004,5694,2395,5756,2666,1797,1221,"CD4+CD8-"
"31611",1542,3337,6985,5848,5520,1829,6184,2254,1530,795,"CD4+CD8-"
"31620",2297,4199,6969,5839,5550,1812,5940,1975,1542,807,"CD4+CD8-"
"31621",2422,4275,2844,3433,4665,4170,3918,5123,3450,1755,"Monocytes"
"31630",6101,2490,3421,6611,5245,3209,2917,5498,1943,1193,"Mature SIg Lambda"
"31642",2275,4215,2859,3230,5566,5096,2239,5077,4994,2354,"Monocytes"
"31650",2589,3191,3432,4352,5449,3927,3712,4634,3409,6694,"Eosinophils"
"31651",2338,1314,6865,5973,5693,1920,5931,2341,2202,1506,"CD4+CD8-"
"31654",2496,3807,6730,5926,5552,2052,6997,2400,1749,1301,"CD4+CD8-"
"31664",2134,2782,3356,4575,5474,3342,3835,4010,3914,7293,"Eosinophils"
"31666",2542,4365,7437,5928,5396,1677,5708,2353,1260,920,"CD4+CD8-"
"31671",1898,3006,7084,5932,5420,1718,5873,2503,1529,766,"CD4+CD8-"
"31679",2642,3948,3449,3912,5536,4860,2944,4887,2703,4708,"Monocytes"
"31682",2712,3203,6961,5808,5280,1385,5976,2132,1313,725,"CD4+CD8-"
"31685",2297,4118,2367,4135,5754,5160,2759,5352,5788,2822,"Monocytes"
"31694",2497,4488,2408,4032,5802,5027,2408,5203,3773,3252,"Monocytes"
"31697",2479,2310,6591,1995,5717,1594,5132,6256,1785,1190,"CD8+CD4-"
"31700",1718,2818,7157,5828,5516,2019,5911,2221,1612,928,"CD4+CD8-"
"31706",1887,2151,7321,5801,5362,1941,6029,2133,1434,1218,"CD4+CD8-"
"31711",2676,5207,7157,5759,5331,1969,5891,2030,1451,790,"CD4+CD8-"
"31716",2520,3147,6633,5708,5190,2382,6022,2372,1807,983,"CD4+CD8-"
"31719",2417,2130,6816,1735,6019,2304,6107,6494,2246,1839,"CD8+CD4-"
"31721",2313,2252,6860,6025,5625,1832,6116,2664,2139,1282,"CD4+CD8-"
"31724",2599,4140,2650,3553,4938,4930,1987,4856,3058,4151,"Monocytes"
"31733",1793,2265,6790,5986,5565,1955,6481,2844,2059,1314,"CD4+CD8-"
"31735",2555,4470,7056,2868,5596,3859,6107,6336,1414,1752,"CD8+CD4-"
"31740",3904,4301,4299,4592,5741,5384,3221,5305,3240,3642,"Monocytes"
"31754",2440,2690,3470,4560,5465,3532,3788,3988,3876,7168,"Eosinophils"
"31768",2744,2436,6750,6121,5681,1750,6622,3437,2245,1554,"CD4+CD8-"
"31773",2170,791,6754,5741,5555,1800,6033,2333,1796,1079,"CD4+CD8-"
"31774",2265,1299,7311,6040,5754,1492,5984,2735,1782,1423,"CD4+CD8-"
"31784",2223,4782,6740,5501,5152,1866,5613,1616,1056,717,"CD4+CD8-"
"31787",2056,387,6983,5992,5634,1917,6267,1844,2337,1436,"CD4+CD8-"
"31792",2302,4218,3067,4049,5722,5191,3139,5045,5037,3084,"Monocytes"
"31795",2453,3533,6865,5950,5390,1737,5700,2207,2130,1177,"CD4+CD8-"
"31799",2641,2933,6698,2126,5544,2580,5949,6246,1776,1320,"CD8+CD4-"
"31812",2038,3097,7179,5984,5678,1557,5511,2461,2363,1163,"CD4+CD8-"
"31815",5142,3385,2023,5447,4548,4188,3636,5364,1064,790,"Mature SIg Lambda"
"31819",2414,4189,5773,4527,4005,2525,4713,2644,923,1314,"TCRgd-"
"31822",2419,3544,6500,5696,5447,2034,5322,2360,1777,934,"CD4+CD8-"
"31834",2570,3419,6845,2153,5583,2445,6135,6173,1826,974,"CD8+CD4-"
"31839",5969,3122,1184,6327,5279,3933,2743,5533,1449,1042,"Mature SIg Lambda"
"31841",2896,2691,6661,2041,5697,2278,6183,6051,2111,1008,"CD8+CD4-"
"31855",5769,2745,2536,6172,5309,4183,3236,5828,1990,1439,"Mature SIg Lambda"
"31857",1648,4555,7219,5836,5374,2042,6172,2819,1336,851,"CD4+CD8-"
"31858",2165,3947,6746,2391,5613,2808,6084,6204,1460,1084,"CD8+CD4-"
"31859",3053,3856,6824,5842,5682,1752,6469,2012,2294,1193,"CD4+CD8-"
"31862",2328,3133,6524,5505,5204,2296,6020,3090,1383,1204,"CD4+CD8-"
"31865",1446,2009,6653,775,5875,5402,6242,6621,2002,1819,"CD8+CD4-"
"31868",2723,2737,6691,1794,5449,1622,5885,6202,1683,1011,"CD8+CD4-"
"31880",1823,3459,6882,1774,5694,1991,6321,6113,2174,1168,"CD8+CD4-"
"31883",2693,2074,6948,5860,5356,1811,6210,2239,1654,1073,"CD4+CD8-"
"31897",1751,4856,6416,2587,5381,1708,6168,6259,1589,923,"CD8+CD4-"
"31904",2096,2585,7253,5884,5653,1738,5994,1840,1606,900,"CD4+CD8-"
"31909",2820,3943,3078,4570,5218,5134,2694,4970,2665,4818,"Monocytes"
"31930",2670,4394,1785,3559,5666,5314,2591,5354,3645,2879,"Monocytes"
"31936",1225,3422,6801,6049,5800,2170,6354,2473,1900,1320,"CD4+CD8-"
"31938",2593,4729,7115,5747,5369,1659,5703,2204,1579,1034,"CD4+CD8-"
"31943",2079,3605,6682,1487,5496,2266,5967,6177,1509,1065,"CD8+CD4-"
"31946",6690,2174,2736,6400,5514,6012,2134,3805,3442,1554,"Mature SIg Kappa"
"31950",2477,3102,3300,3305,5535,4383,2761,4395,4198,3949,"Monocytes"
"31951",2743,1949,6765,2108,5605,2277,4963,5983,1923,1107,"CD8+CD4-"
"31952",2985,3232,6853,2355,5616,2420,5917,6210,1840,1514,"CD8+CD4-"
"31955",2602,5884,6908,5722,5478,2232,5579,2204,1390,1096,"CD4+CD8-"
"31967",1724,2713,7142,5825,5436,1858,5930,2749,1449,766,"CD4+CD8-"
"31986",2100,2116,6908,5859,5449,2016,6312,2557,2058,1309,"CD4+CD8-"
"31988",5640,4766,2566,6225,5283,3751,4320,6062,1150,737,"Mature SIg Lambda"
"31989",5974,2292,3175,6374,5396,3709,2717,5724,1395,1146,"Mature SIg Lambda"
"31993",3710,5096,3986,4452,5385,5101,2895,5344,3429,3775,"Monocytes"
"31996",2412,2440,6592,5625,5506,1538,6506,2762,1876,1056,"CD4+CD8-"
"31998",2925,3873,2872,4733,5511,5122,2731,5436,3635,3105,"Monocytes"
"32000",2568,2298,7054,5881,5480,1466,5799,2303,1334,882,"CD4+CD8-"
"32004",1510,2740,6996,5822,5618,1914,6230,2484,1905,1014,"CD4+CD8-"
"32011",2437,2182,7065,5748,5428,2106,5961,2822,2067,914,"CD4+CD8-"
"32015",2450,1899,7135,2008,5667,2156,5506,6197,1845,1412,"CD8+CD4-"
"32016",2134,4757,2029,3128,5429,5293,3664,5253,2681,3582,"Monocytes"
"32018",3192,4171,3352,3887,5408,5042,2918,5164,4731,2462,"Monocytes"
"32023",3000,4111,7124,5994,5573,1719,6467,2444,2032,1204,"CD4+CD8-"
"32025",2938,2581,5870,4986,4658,2072,5556,2576,943,1204,"CD4+CD8-"
"32036",2179,1275,7007,6039,5770,2024,6473,2131,2070,1423,"CD4+CD8-"
"32043",2874,4716,2103,4400,5405,5547,1917,5417,5269,2602,"Monocytes"
"32047",2340,2885,2984,4239,5662,3273,3524,3897,3506,7023,"Eosinophils"
"32050",2717,2255,7314,5832,5462,2242,6006,2008,1515,1168,"CD4+CD8-"
"32060",3304,4260,2637,4115,5339,5114,2878,5201,3279,3232,"Monocytes"
"32064",2193,1626,6756,3134,5622,3410,5705,6002,1910,1132,"CD8+CD4-"
"32067",2704,3783,6867,1862,5480,2496,6031,6198,1611,1101,"CD8+CD4-"
"32071",2776,1764,6761,3154,5298,3413,5719,5426,1596,1870,"CD8+CD4-"
"32078",2657,4807,998,3499,5314,5320,1217,5006,2708,4271,"Monocytes"
"32088",2012,2352,7308,5799,5341,1977,5897,2052,1411,784,"CD4+CD8-"
"32090",2361,4314,1604,4151,5241,5510,2908,5269,3076,3232,"Monocytes"
"32095",1706,2279,7096,1823,5354,2354,5902,5973,1193,971,"CD8+CD4-"
"32103",2544,5251,7022,5822,5439,1943,6117,1771,1476,894,"CD4+CD8-"
"32104",2283,3432,6693,1344,5392,2096,6049,5372,2028,908,"CD8+CD4-"
"32111",2109,1195,6683,2047,5249,1814,5498,6210,1761,1165,"CD8+CD4-"
"32113",2227,2887,2298,4219,5237,3300,3713,3365,3812,6889,"Eosinophils"
"32120",1396,3467,6979,5809,5613,1892,6178,2328,2211,882,"CD4+CD8-"
"32127",4724,3970,1712,6310,5432,4504,1709,5041,1175,798,"Mature SIg Lambda"
"32137",2952,2500,6943,2552,5487,2774,6240,6398,1931,1028,"CD8+CD4-"
"32140",1875,2187,6705,1966,5295,1957,5551,5674,1614,1816,"CD8+CD4-"
"32144",5839,4480,2983,6224,5086,5317,4497,5561,1169,787,"Mature SIg Kappa"
"32163",2627,3976,3171,4785,5824,4924,2636,5234,4361,2295,"Monocytes"
"32170",2065,3525,6947,5750,5567,1783,6931,2359,2026,963,"CD4+CD8-"
"32191",2521,3025,6871,2383,5569,1864,5998,6303,1348,1174,"CD8+CD4-"
"32198",2897,2468,3564,4243,5275,3404,3478,4027,4020,7344,"Eosinophils"
"32215",1932,3671,6000,2256,5609,1941,5975,5865,1808,994,"CD8+CD4-"
"32223",2289,2523,2852,4561,5425,3643,3841,3927,3968,7231,"Eosinophils"
"32229",1759,4091,6721,1809,5351,2017,6020,6136,1499,911,"CD8+CD4-"
"32244",1957,3233,6740,5699,5273,2141,5765,2896,1296,879,"CD4+CD8-"
"32245",2572,3475,6875,1792,5618,2023,5846,6434,2066,1420,"CD8+CD4-"
"32253",2976,2971,6932,2226,6013,2451,5700,6409,2494,1463,"CD8+CD4-"
"32269",5623,4151,3409,6454,5240,3527,2813,4640,1284,879,"Mature SIg Lambda"
"32287",1733,2261,7037,5847,5493,1781,6278,2799,2027,1143,"CD4+CD8-"
"32294",2372,1233,6983,5944,5654,2060,6339,2546,2261,1320,"CD4+CD8-"
"32317",6035,4388,2047,6423,5196,4885,4481,5717,1178,801,"Mature SIg Lambda"
"32329",1931,2327,6988,5966,5675,1878,5727,2539,1850,1243,"CD4+CD8-"
"32335",2460,4623,2621,4279,5537,5465,3553,5340,3701,3675,"Monocytes"
"32340",2461,4233,2937,4024,5129,5195,2363,5206,3412,4429,"Monocytes"
"32347",5955,2241,4252,6344,5323,5458,2363,4317,1555,945,"Mature SIg Kappa"
"32354",2124,2753,6393,3214,5177,3784,5452,4136,2058,2347,"TCRgd-"
"32357",2591,2990,6856,5901,5700,1870,5656,2369,1721,1251,"CD4+CD8-"
"32367",2280,3154,2910,3909,5169,5245,3043,4950,2686,3091,"Monocytes"
"32373",2333,3395,6475,1649,5292,1925,5940,6006,1505,874,"CD8+CD4-"
