"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"92970",2302,3845,1328,3067,5399,5168,3740,5090,2036,1652,"CD56dim"
"92975",2513,3908,6751,5607,5580,2281,6350,3974,2436,1576,"CD4+CD8-"
"92983",3229,2321,7166,5734,5447,1955,6264,745,1731,1230,"CD4+CD8-"
"92989",2626,3859,6913,5601,5458,2949,6674,3725,2195,1740,"CD4+CD8-"
"92992",2516,3933,1365,2255,5562,4591,1297,5160,2100,1743,"CD56dim"
"92993",2784,4625,2361,3382,5265,3290,1984,4610,2093,2792,"Monocytes"
"92995",2183,4239,2118,3908,5057,3302,2896,3959,1647,2125,"Monocytes"
"92996",2686,4491,2976,3785,5278,3543,1769,4354,2179,2737,"Monocytes"
"92998",2330,2290,3549,4133,5272,2815,3204,3530,5503,7282,"Eosinophils"
"93001",2756,5786,7344,5639,5393,1581,6854,2443,1879,1249,"CD4+CD8-"
"93002",2304,5241,1518,4705,5127,3967,1572,4976,3476,2657,"Monocytes"
"93004",1294,1950,6757,5694,5547,3921,6685,304,2494,1539,"CD4+CD8-"
"93007",2237,4359,1439,2942,5446,5234,652,5874,1808,1383,"CD56dim"
"93010",2075,3439,6780,4870,4754,1619,6302,1790,1682,866,"CD4+CD8-"
"93019",2780,2465,6701,5651,5627,1389,5896,2321,2123,1236,"CD4+CD8-"
"93024",2587,2404,6869,5147,5088,1762,5315,2361,1390,682,"CD4+CD8-"
"93032",1049,3579,7324,5734,5446,1132,6246,2265,1678,932,"CD4+CD8-"
"93034",2197,2755,936,2010,5284,4379,2114,5435,2027,1280,"CD56dim"
"93039",2459,5435,1977,2267,5648,5305,1026,4781,3217,1329,"CD56dim"
"93047",2035,3884,7179,5646,5445,1757,6089,2368,1405,1060,"CD4+CD8-"
"93050",1500,3965,6536,1432,5548,1070,6528,6196,1459,872,"CD8+CD4-"
"93054",2497,4575,3175,4234,5294,3764,2195,4400,2835,1984,"Monocytes"
"93062",2387,3866,7322,5719,5429,1623,6169,2759,1707,1255,"CD4+CD8-"
"93065",1841,2920,6556,3340,5612,2733,6129,6310,2263,1323,"CD8+CD4-"
"93072",2111,3333,7132,5490,5329,1585,6315,1495,1655,1035,"CD4+CD8-"
"93076",2657,3781,7073,5631,5348,1515,5883,2457,1447,1057,"CD4+CD8-"
"93079",512,3842,7070,5529,5465,1845,7062,688,1767,1009,"CD4+CD8-"
"93082",5085,3258,2488,5481,4435,4348,2548,1438,1189,679,"Mature SIg Kappa"
"93085",2590,3699,3943,4570,5285,3435,3500,4707,5019,7162,"Eosinophils"
"93088",2407,2430,6525,1312,5499,2391,5078,6113,1867,1329,"CD8+CD4-"
"93093",5303,3608,2260,5949,4957,4817,2486,1497,1326,747,"Mature SIg Kappa"
"93094",3734,480,6925,5457,5234,1866,6342,534,1614,895,"CD4+CD8-"
"93095",2126,3634,7162,5414,5267,2207,5824,1412,999,863,"CD4+CD8-"
"93097",2236,3388,7075,5573,5346,2186,6054,3216,1698,918,"CD4+CD8-"
"93099",1851,3136,6937,5725,5566,1709,6889,2229,2277,1589,"CD4+CD8-"
"93102",3043,2926,3618,3321,5047,1989,2603,3430,2436,3251,"Monocytes"
"93103",2846,3688,6661,354,5671,4386,4660,6615,2400,1509,"CD8+CD4-"
"93107",1115,1959,7058,5531,5471,1703,6165,1659,1545,921,"CD4+CD8-"
"93109",1939,2820,7351,5515,5339,1258,6547,593,1615,1054,"CD4+CD8-"
"93119",2756,5025,7159,5505,5315,1798,6360,378,1643,981,"CD4+CD8-"
"93123",2391,3453,6879,5651,5415,1822,6209,1732,1573,776,"CD4+CD8-"
"93125",1889,3009,6775,4807,4581,2136,5647,1282,1623,799,"CD4+CD8-"
"93133",2033,5840,3044,598,5193,5339,1857,5580,1945,1397,"CD56dim"
"93141",2816,5121,1183,1875,5288,4796,747,4049,2103,1321,"CD56dim"
"93143",1856,1347,7331,5730,5459,1629,5827,2751,1569,1102,"CD4+CD8-"
"93145",4094,3587,7141,5521,5459,1284,6468,2045,1390,961,"CD4+CD8-"
"93149",2600,2531,7391,5899,5551,1235,5772,3362,1727,1222,"CD4+CD8-"
"93152",1999,1780,7226,5551,5382,2367,5801,1930,1937,995,"CD4+CD8-"
"93153",2588,3899,7267,5658,5415,1894,6005,2861,1631,1040,"CD4+CD8-"
"93158",2179,3794,7134,5768,5438,1719,6107,2197,1499,938,"CD4+CD8-"
"93159",2768,5005,2761,4589,5572,4115,1745,4852,2958,2988,"Monocytes"
"93166",2812,5266,1941,3850,5391,4172,2497,4794,2905,2788,"Monocytes"
"93167",5904,4266,2276,6622,5359,3869,3627,2476,1497,878,"Mature SIg Kappa"
"93170",3247,1446,7196,5519,5419,1505,7118,787,2009,1332,"CD4+CD8-"
"93171",2524,5814,751,1328,5229,4879,1452,4838,1736,1432,"CD56dim"
"93190",2689,4022,7134,5665,5235,1694,6228,943,2012,1080,"CD4+CD8-"
"93198",3032,4523,2858,4350,5223,4227,2274,4663,2049,3622,"Monocytes"
"93209",2857,5557,3934,2695,5295,5064,498,5650,2132,1183,"CD56dim"
"93213",2870,4324,2881,4794,5556,4017,3348,4468,3026,3081,"Monocytes"
"93216",2748,3505,2342,3863,4492,1959,2164,3625,2248,1686,"Monocytes"
"93219",1862,4064,7030,5610,5549,1644,6252,2562,1184,1189,"CD4+CD8-"
"93222",1976,4364,2983,1274,5555,5416,2783,4979,2027,1432,"CD56dim"
"93226",2113,3671,3860,4257,5214,3030,3825,4477,5001,6908,"Eosinophils"
"93229",2731,4923,2749,4433,5422,4123,2927,4537,2446,3327,"Monocytes"
"93230",1272,3682,6362,1542,5535,316,5614,6119,1842,1105,"CD8+CD4-"
"93231",2569,5782,2696,4274,5613,4457,1911,5153,3599,3012,"Monocytes"
"93237",1707,2578,6970,5465,5029,1649,5917,788,1729,811,"CD4+CD8-"
"93242",3118,4699,2952,4314,5277,3658,3189,4445,3076,3168,"Monocytes"
"93245",2622,1843,7165,5840,5246,1895,6051,2646,1760,955,"CD4+CD8-"
"93251",5799,5055,1191,6294,5268,3015,3355,5766,1518,1035,"Mature SIg Lambda"
"93252",2361,3407,6410,6010,5569,1624,6023,3171,2425,1440,"CD4+CD8-"
"93262",3344,3072,7008,5836,5628,1849,6926,3166,1963,1445,"CD4+CD8-"
"93264",2138,3411,6724,2120,5738,4097,5196,6560,1936,1416,"CD8+CD4-"
"93267",2216,3197,6869,3599,5274,1865,5777,6234,2253,1216,"CD8+CD4-"
"93269",3241,5130,1861,2608,5251,3554,1968,4519,2351,3153,"Monocytes"
"93285",2200,5170,2979,1671,5262,4675,1811,5642,1914,1364,"CD56dim"
"93287",1419,3981,7218,5708,5416,1444,6074,2226,1447,1029,"CD4+CD8-"
"93288",3104,5048,1759,4090,5464,3575,1734,4582,2801,3211,"Monocytes"
"93292",2699,3160,4014,4312,5482,3137,1967,4094,5017,7198,"Eosinophils"
"93294",2079,1965,6608,2648,5742,1705,5756,6434,1776,1394,"CD8+CD4-"
"93295",2274,2160,7046,5748,5495,1994,6120,2652,1595,1099,"CD4+CD8-"
"93298",1922,2948,6448,5145,4907,2078,6052,3040,2184,1178,"CD4+CD8-"
"93299",1896,6235,7131,5802,5434,1234,6327,2550,1604,1343,"CD4+CD8-"
"93305",1207,2968,6984,5812,5534,2054,6501,1446,1085,697,"CD4+CD8-"
"93308",1978,4214,6911,5691,5407,1530,6583,2555,2025,1113,"CD4+CD8-"
"93310",2357,3638,6663,5800,5784,4753,5821,875,2135,1592,"CD4+CD8-"
"93317",872,4058,6730,5294,5293,1732,6296,1683,1528,1068,"CD4+CD8-"
"93320",1328,2177,6737,5557,5544,1157,6459,1831,1936,1260,"CD4+CD8-"
"93326",2212,5294,907,680,5457,5167,1142,5383,2059,1544,"CD56dim"
"93328",2134,5477,774,1851,5424,5063,861,5693,2179,1751,"CD56dim"
"93332",1893,3550,6703,5399,5239,1630,5888,2328,1508,650,"CD4+CD8-"
"93333",2577,2589,5990,3413,3088,1976,5002,564,1768,860,"CD4+CD8-"
"93338",1495,1422,6997,5628,5458,1627,6322,1982,1967,1244,"CD4+CD8-"
"93341",2026,4704,7233,5705,5308,1574,6020,3192,1804,1531,"CD4+CD8-"
"93343",2981,3917,6949,5578,5377,2134,6941,856,1828,1189,"CD4+CD8-"
"93349",3603,3886,4563,4654,5334,4398,3559,5803,4257,4111,"Monocytes"
"93353",2171,3653,6290,934,5177,1755,5736,1883,1419,644,"TCRgd-"
"93362",1462,3215,6502,1665,5433,2984,5560,6178,1773,1080,"CD8+CD4-"
"93366",2153,5813,1587,1694,5303,5184,3949,4518,2216,1091,"CD56dim"
"93369",2049,3695,1087,3533,3873,1993,1929,3512,1986,1934,"Monocytes"
"93371",2309,2843,6528,5439,5326,1226,5823,409,1700,854,"CD4+CD8-"
"93375",2525,4537,7104,5617,5366,1280,6344,1675,1616,1147,"CD4+CD8-"
"93382",2251,3207,6601,3832,5583,3174,5677,6333,2657,1924,"CD8+CD4-"
"93385",1671,2687,6402,5531,5324,2132,6537,2562,1777,1088,"CD4+CD8-"
"93386",2712,5680,2263,2380,5741,4899,2049,5103,2140,1657,"CD56dim"
"93389",2636,2822,6788,5554,5190,1695,6091,2919,2027,1244,"CD4+CD8-"
"93392",2873,3752,3731,4499,5413,3289,3138,4512,5329,7108,"Eosinophils"
"93394",1068,1901,6895,1439,5409,2141,6352,6324,1978,1413,"CD8+CD4-"
"93395",2135,3902,7367,5719,5499,1873,5946,1758,1666,1191,"CD4+CD8-"
"93399",2475,4693,2656,1102,5480,5179,756,5415,2038,1670,"CD56dim"
"93404",3531,3189,6849,5736,5738,1533,5575,2005,1793,1525,"CD4+CD8-"
"93406",2649,4334,7166,5630,5473,1756,6162,2472,1576,944,"CD4+CD8-"
"93410",3226,4651,3206,3668,5347,3700,1637,4412,2382,2726,"Monocytes"
"93416",3047,4967,2286,4373,5339,3695,2743,4514,2691,3584,"Monocytes"
"93417",1943,5042,2210,1384,5394,6254,3335,4768,1931,1353,"CD56bright"
"93419",2574,3867,6174,5309,5305,1800,5760,2441,1606,857,"CD4+CD8-"
"93423",1732,4565,7001,5611,5332,2193,6149,1122,1689,1252,"CD4+CD8-"
"93426",2191,4618,2518,985,5693,5041,2777,2884,2007,1499,"CD56dim"
"93428",3420,4442,3455,4018,5267,3730,2954,4259,2780,3599,"Monocytes"
"93430",2588,919,7618,5835,5451,1685,6375,2802,1600,1227,"CD4+CD8-"
"93433",2531,5305,802,1018,4918,4792,1054,4085,1939,1214,"CD56dim"
"93447",2407,4736,2564,3132,5082,5019,1930,4919,2036,1356,"CD56dim"
"93448",1247,3952,7153,5607,5422,1866,6789,2237,2021,1046,"CD4+CD8-"
"93451",2089,3720,2710,2038,5491,5257,3555,5513,2095,1597,"CD56dim"
"93453",2118,5707,1864,2330,5290,3814,2095,3757,2053,1517,"CD56dim"
"93456",1762,2899,6518,1961,5760,1567,5248,6452,2237,1758,"CD8+CD4-"
"93457",5903,5416,1832,6782,5334,3708,5258,2543,1405,1020,"Mature SIg Kappa"
"93460",2889,4618,2731,4066,5435,4331,1809,4843,4101,2627,"Monocytes"
"93461",2198,2404,7338,5594,5571,1469,6233,2034,1744,1507,"CD4+CD8-"
"93466",2107,2225,6044,2051,4929,1694,4631,5549,1825,944,"CD8+CD4-"
"93467",526,3866,6995,5792,5578,1626,6727,1121,1838,1453,"CD4+CD8-"
"93472",1169,3613,6954,5539,5288,1487,6533,1905,1751,840,"CD4+CD8-"
"93474",1933,3278,6919,5463,5357,1923,6214,2689,1652,1012,"CD4+CD8-"
"93475",2169,2983,6508,5458,5145,1622,6045,1792,2323,834,"CD4+CD8-"
"93476",5984,2566,2501,6239,4929,4289,3821,2695,1517,866,"Mature SIg Kappa"
"93477",2336,4109,2876,1300,5430,5673,1946,5699,2318,1740,"CD56dim"
"93483",2715,2477,5197,5620,5531,1700,5806,3135,2116,1269,"CD4+CD8-"
"93485",5918,2769,2617,6167,5288,2390,1256,5377,1527,955,"Mature SIg Lambda"
"93486",2870,2934,7006,5787,5730,1681,6430,1020,2010,1618,"CD4+CD8-"
"93492",2234,5170,2615,2326,5199,3796,2541,3990,2260,1150,"CD56dim"
"93500",2600,1819,6594,5933,5699,1456,5068,2869,2506,1547,"CD4+CD8-"
"93501",1433,3914,7045,5436,5372,1343,6697,1838,1828,1094,"CD4+CD8-"
"93503",1784,4102,6595,5432,5298,1835,6663,2911,1732,1111,"CD4+CD8-"
"93504",6508,3718,1909,7344,5588,2183,3204,5995,2861,1899,"Mature SIg Lambda"
"93509",2572,2525,6745,1608,5708,2847,4968,6368,2017,1435,"CD8+CD4-"
"93519",2099,3780,3345,4263,5264,2927,4360,4381,4598,6751,"Eosinophils"
"93520",3528,1615,5893,691,5446,2450,5926,6451,2106,1351,"CD8+CD4-"
"93528",1915,1515,7134,5745,5483,1655,5759,1727,2114,1517,"CD4+CD8-"
"93533",1363,4132,6716,2269,5541,2500,6108,6311,1831,1147,"CD8+CD4-"
"93534",2988,2885,7017,5623,5466,1788,6029,2642,1971,1340,"CD4+CD8-"
"93540",2471,4009,3592,3722,5104,3216,2449,3833,3730,2044,"Monocytes"
"93552",2378,4596,2511,1449,5446,5127,2886,5233,1992,1348,"CD56dim"
"93557",2172,3972,6795,5668,5535,2114,6619,1872,1576,1122,"CD4+CD8-"
"93563",1940,4157,2750,1414,5469,4106,3588,3580,2139,1386,"CD56dim"
"93574",2206,5580,2809,2122,4981,4715,2744,5439,2156,1247,"CD56dim"
"93575",2020,3612,6977,5890,5638,2439,6259,631,2409,1249,"CD4+CD8-"
"93579",1368,2406,7367,5683,5354,1522,5927,635,1453,857,"CD4+CD8-"
"93581",1218,1156,7090,5907,5873,2105,7228,2225,2316,1761,"CD4+CD8-"
"93585",3211,5676,3618,1653,5618,5648,1636,6057,3267,2036,"CD56dim"
"93588",2014,2216,6752,1975,5536,3147,6351,6445,1814,1372,"CD8+CD4-"
"93590",2049,2667,7317,5837,5686,1924,6303,1819,2210,1631,"CD4+CD8-"
"93591",2648,5058,2380,4846,5625,4095,1468,4620,3057,2997,"Monocytes"
"93596",2388,2855,6457,504,5681,2596,5470,6445,2050,1381,"CD8+CD4-"
"93601",2262,3611,6642,696,5571,2206,6089,6270,1987,1191,"CD8+CD4-"
"93605",2854,1507,7005,1409,5641,4518,5429,5934,2620,1560,"CD8+CD4-"
"93607",5595,4729,2372,6653,5185,4882,4085,3070,1868,1175,"Mature SIg Kappa"
"93608",1855,5459,6481,4167,4018,2702,4994,3276,848,620,"CD4+CD8-"
"93618",1376,4311,6978,5744,5477,2336,6790,1478,1955,1541,"CD4+CD8-"
"93623",2466,3491,2995,3765,4329,2630,3131,3724,1988,1639,"Monocytes"
"93626",2339,5428,1753,2225,5370,4985,1187,4036,2147,1386,"CD56dim"
"93627",2439,3294,6502,2017,5631,2837,6015,6293,1865,1280,"CD8+CD4-"
"93635",1845,3177,6636,1231,5933,2612,5953,6443,1845,1443,"CD8+CD4-"
"93639",3053,3142,6678,4839,4600,1531,5440,2937,1638,1043,"CD4+CD8-"
"93640",2593,3290,7061,5598,5225,1783,6272,2216,1944,552,"CD4+CD8-"
"93646",3032,4863,2643,4098,5288,3817,3291,4698,3274,2719,"Monocytes"
"93648",1863,4527,6938,5588,5323,1534,5988,2439,1452,1057,"CD4+CD8-"
"93650",2139,1670,7126,5646,5614,1663,6145,1738,1525,1099,"CD4+CD8-"
"93652",1531,5256,6116,4519,4348,2162,6157,2991,651,750,"CD4+CD8-"
"93656",2256,2278,6840,2342,5799,1866,6174,6438,2169,1456,"CD8+CD4-"
"93657",2780,4465,6896,5834,5620,1403,6486,1560,1888,1359,"CD4+CD8-"
"93658",1575,3887,6651,5287,5134,1478,6040,2950,1515,814,"CD4+CD8-"
"93661",2145,4331,2011,617,5524,4806,1617,3424,2083,1469,"CD56dim"
"93663",2190,4887,2100,2224,5367,5940,3280,4805,2201,1602,"CD56bright"
"93667",2367,4127,3457,4489,5373,2895,3011,4686,4924,6992,"Eosinophils"
"93670",2801,2172,6773,5815,5654,2079,5758,2212,2357,1714,"CD4+CD8-"
"93672",2383,3193,3324,4368,5323,3360,3528,4434,4666,6700,"Eosinophils"
"93673",2887,3423,6434,1216,5339,1096,5943,6399,1432,837,"CD8+CD4-"
"93674",1887,5304,852,790,5685,5522,2316,4348,1852,1515,"CD56dim"
"93675",3063,4691,3621,4568,5437,3822,1718,4476,2591,2957,"Monocytes"
"93677",6035,3630,2193,6135,5338,5094,1287,836,1277,1015,"Mature SIg Kappa"
"93682",3837,2076,6878,5743,5443,1637,7050,2311,2104,1202,"CD4+CD8-"
"93684",6143,4075,2350,6389,5267,1633,3352,5243,1743,1080,"Mature SIg Lambda"
"93688",2495,2108,7200,5583,5397,1410,5964,2573,1278,1111,"CD4+CD8-"
"93693",2927,5253,1512,3471,5522,5251,1934,4541,1957,1304,"CD56dim"
"93699",3204,4724,3034,4605,5587,3756,2677,4720,3078,3476,"Monocytes"
"93704",2443,2258,6789,479,5475,2090,6098,6230,1616,1202,"CD8+CD4-"
"93708",2263,5016,2470,4413,5351,4292,1934,5023,2798,2739,"Monocytes"
"93709",2396,5395,2360,1763,5686,4346,1697,2769,2015,1655,"CD56dim"
"93710",3111,4809,3117,4215,5208,4595,2638,4837,3203,2713,"Monocytes"
"93715",1820,4629,7017,2515,5572,2077,5941,6406,2601,1565,"CD8+CD4-"
"93716",2548,3880,3707,4560,5430,3364,3120,4563,5015,7193,"Eosinophils"
"93721",3360,3388,7308,5606,5528,961,6148,2764,2303,632,"CD4+CD8-"
"93723",2840,2591,6221,4369,4445,2126,5124,2227,1236,573,"CD4+CD8-"
"93726",2431,3442,6789,2596,5561,1747,6762,6510,2015,1269,"CD8+CD4-"
"93729",2903,5127,3807,4780,5343,3464,2437,5072,3527,2332,"Monocytes"
"93732",2336,1867,7080,5679,5446,1147,5508,2238,1778,1191,"CD4+CD8-"
"93736",2741,3181,7520,5809,5531,1943,6595,2386,1917,1480,"CD4+CD8-"
"93739",6350,2033,1768,6545,4822,5197,2899,1004,2096,1499,"Mature SIg Kappa"
"93741",2542,4455,7178,5580,5366,991,6263,979,1468,1202,"CD4+CD8-"
"93744",1850,2033,7260,5650,5484,2291,5814,2763,1611,1351,"CD4+CD8-"
"93748",2286,4902,2206,2512,5350,4557,3418,5700,2151,1626,"CD56dim"
"93754",3760,4593,5165,4706,4717,3761,2317,4332,2423,4243,"Monocytes"
"93756",2395,4521,2155,5000,4833,1861,1432,3937,2845,2210,"Monocytes"
"93758",2647,4819,2343,4493,5163,3465,1326,4425,2984,2634,"Monocytes"
"93762",2753,4933,2681,4824,5414,3418,2359,4254,2606,2666,"Monocytes"
"93763",1882,3422,7050,2294,5716,1534,5973,6539,1990,1397,"CD8+CD4-"
"93765",2701,3072,6737,166,5925,4622,4389,6575,2270,1571,"CD8+CD4-"
"93766",3185,3318,3591,4260,5309,2591,2571,4156,4210,6839,"Eosinophils"
"93769",2766,4769,2999,3685,5338,3541,2455,4331,2558,2652,"Monocytes"
"93778",935,3566,6792,5583,5609,1730,6757,1467,2261,1288,"CD4+CD8-"
"93779",3835,2634,6985,5557,5309,1915,5940,1707,1408,964,"CD4+CD8-"
"93782",2158,3501,3513,3916,5198,2564,3248,4448,4667,6604,"Eosinophils"
"93789",3091,2557,7053,1238,5695,1362,5556,6350,1792,1359,"CD8+CD4-"
"93790",2985,5344,2338,2613,5302,4824,840,4476,2350,1878,"CD56dim"
"93791",904,3424,6551,5773,5500,1996,6901,1316,1999,1359,"CD4+CD8-"
"93792",2203,5025,1159,2427,5611,5183,2217,4611,2237,1873,"CD56dim"
"93801",793,2630,6863,5465,5251,1839,6506,3064,2006,1214,"CD4+CD8-"
"93803",3016,3419,7118,1156,5617,4367,4959,5621,2174,1359,"CD8+CD4-"
"93820",1760,4327,7000,5782,5624,3113,6619,2908,2195,2253,"CD4+CD8-"
"93821",2268,3232,6436,4679,4651,1945,5172,2049,638,738,"CD4+CD8-"
"93828",3688,4496,3300,4449,5450,4302,3158,4718,2231,2713,"Monocytes"
"93832",2191,4041,6914,5655,5514,1661,5963,1619,2107,849,"CD4+CD8-"
"93834",3499,3003,7021,5632,5442,2128,5911,1433,1631,1161,"CD4+CD8-"
"93837",1951,5914,2164,1304,5352,4850,3708,5351,1875,1394,"CD56dim"
"93839",2524,3985,3246,3708,4900,3264,2398,3921,1801,1766,"Monocytes"
"93841",2463,3364,3163,4484,4863,2627,2120,3877,2359,2655,"Monocytes"
"93842",6035,3901,2481,6372,5196,2072,1933,4825,1424,1049,"Mature SIg Lambda"
"93846",3460,3921,2788,3866,5241,3411,2289,4354,2605,2886,"Monocytes"
"93852",3111,4750,1539,4502,5471,3967,2373,4789,2945,3449,"Monocytes"
"93853",2447,5243,1580,2569,5660,5429,1791,5489,2296,1701,"CD56dim"
"93854",1765,3283,7048,5653,5418,2578,6302,1832,1611,992,"CD4+CD8-"
"93858",2747,3511,3537,4298,5299,3047,3284,4643,5480,6852,"Eosinophils"
"93859",1400,917,6653,5654,5642,3409,5938,1023,1471,1009,"CD4+CD8-"
"93863",1606,764,7124,5795,5648,2004,6526,1420,1857,1557,"CD4+CD8-"
"93866",2461,5313,1762,1854,5761,5181,2384,4181,2350,1578,"CD56dim"
"93867",2546,4463,2632,4012,5331,3960,2803,4634,2865,2648,"Monocytes"
"93873",1796,3509,6659,1667,5326,2463,5048,6420,2183,1057,"CD8+CD4-"
"93874",3223,4829,2538,3911,5041,4196,1744,4832,3156,3269,"Monocytes"
"93877",1292,4141,6818,5608,5314,1334,6397,2066,1643,1225,"CD4+CD8-"
"93878",1822,1112,7355,5612,5310,1510,6450,1754,2003,1285,"CD4+CD8-"
"93879",2350,2493,6735,1570,5554,4075,5921,6418,2241,1197,"CD8+CD4-"
"93907",2573,5127,2125,4469,5217,4122,1501,4691,2819,3041,"Monocytes"
"93911",3026,4595,3646,3428,5402,4126,2455,4720,2747,2993,"Monocytes"
"93914",3102,3807,6779,2751,5347,2952,6440,6292,1865,1717,"CD8+CD4-"
"93924",5829,3367,2415,6141,5100,1984,2797,5804,1576,744,"Mature SIg Lambda"
"93928",4139,4585,4348,4692,5356,4064,3955,4933,4470,6988,"Eosinophils"
"93930",1489,2400,7261,5670,5376,1552,6628,1563,1702,1343,"CD4+CD8-"
"93931",817,3929,6966,5533,5618,1953,6564,1057,1565,1116,"CD4+CD8-"
"93936",1580,1909,6679,1538,5718,3463,6007,6540,2000,1413,"CD8+CD4-"
"93937",2289,5312,2395,3734,5033,3859,1373,4766,3042,2726,"Monocytes"
"93942",2719,4076,6703,5275,5064,1241,6348,2161,1466,659,"CD4+CD8-"
"93943",6154,3888,2710,5989,5067,4715,1819,2886,1517,986,"Mature SIg Kappa"
"93948",2857,2622,7034,5572,5685,1639,6666,1844,2332,1563,"CD4+CD8-"
"93949",3297,3930,3510,4315,5326,2714,1655,4439,5149,7130,"Eosinophils"
"93951",2615,2759,6989,5679,5534,1641,5883,3059,1524,1099,"CD4+CD8-"
"93958",3013,3411,7056,5794,5590,1252,6158,1162,2010,1488,"CD4+CD8-"
"93959",2463,5190,3255,3922,5374,4216,2483,4826,3069,2999,"Monocytes"
"93971",1502,3897,7526,5649,5481,2025,6465,1937,1636,1244,"CD4+CD8-"
"93973",2229,6014,1820,734,5696,4065,1975,3833,2222,1789,"CD56dim"
"93975",2754,2549,3782,4056,5186,2893,3670,4086,5864,7479,"Eosinophils"
"93979",2415,5464,1448,2504,5657,5249,2586,5673,2019,1541,"CD56dim"
"93982",2473,4845,1468,3094,5130,3281,1414,4476,3360,2670,"Monocytes"
"93986",6167,5783,1098,6928,5600,2180,4539,6873,1754,1049,"Mature SIg Lambda"
"93992",2524,3619,6670,1390,5516,2622,6053,6259,2044,1362,"CD8+CD4-"
"93998",2290,5762,1386,3093,5431,5425,2145,5030,2220,1448,"CD56dim"
"93999",2173,5802,2585,400,5627,5386,2423,5471,2065,1866,"CD56dim"
"94001",2070,3342,6492,2838,5713,965,5835,6443,2328,1480,"CD8+CD4-"
"94009",2191,4950,1463,3185,5173,3529,2292,4477,2398,3223,"Monocytes"
"94012",2385,4641,7061,5643,5412,1472,6224,2853,1483,1003,"CD4+CD8-"
"94014",2469,4366,7208,5670,5569,1008,6207,2942,1603,1125,"CD4+CD8-"
"94020",2141,4569,6803,5399,5234,1024,6021,2965,1570,924,"CD4+CD8-"
"94023",1377,3520,6939,5346,5295,1177,6301,1059,1557,738,"CD4+CD8-"
"94034",2492,2776,6771,5258,5116,1507,6467,2633,1879,776,"CD4+CD8-"
"94039",1496,4690,6987,5397,5294,1520,5847,2554,1918,820,"CD4+CD8-"
"94040",2292,5941,2759,1848,5597,5488,2139,5545,1855,1141,"CD56dim"
"94041",2305,2319,6051,5072,4635,1656,5147,1513,2009,852,"CD4+CD8-"
"94062",2740,4157,6654,2104,5533,507,6612,6353,2024,1634,"CD8+CD4-"
"94070",2842,3844,3123,4433,5144,2264,3169,3785,2253,4040,"Monocytes"
"94078",3011,4680,3336,4169,5361,3523,847,4262,2506,2697,"Monocytes"
"94079",1285,2132,6469,5435,5297,2005,5885,1740,1881,1155,"CD4+CD8-"
"94089",2417,5015,2466,4217,5281,3845,2142,4366,2932,3468,"Monocytes"
"94090",1943,5883,1612,1893,5201,6543,3957,2679,2016,1850,"CD56bright"
"94096",2667,2795,6472,2789,5852,3132,6172,6663,1817,1655,"CD8+CD4-"
"94097",2493,5138,2222,4362,5350,4050,3400,4693,2737,2909,"Monocytes"
"94107",1212,1521,6716,2764,5766,2444,6355,6412,2141,1621,"CD8+CD4-"
"94108",3387,3553,6958,5761,5543,1703,6322,1500,1671,1241,"CD4+CD8-"
"94110",1879,1115,6668,5033,4676,1623,5805,2146,1525,726,"CD4+CD8-"
"94112",3989,1527,7226,6045,5771,1570,6310,2556,2079,1771,"CD4+CD8-"
"94116",2945,3167,2330,3514,5283,2183,2964,4145,1965,3039,"Monocytes"
"94118",1957,5472,1933,2256,5210,4420,3210,3799,1990,1252,"CD56dim"
"94120",1676,4238,6828,5573,5313,1889,6024,2946,1513,952,"CD4+CD8-"
"94121",1900,5869,299,1974,5366,4880,3787,5481,2478,1353,"CD56dim"
"94125",1248,2557,6727,5603,5263,2471,6307,1273,1448,1094,"CD4+CD8-"
"94129",2419,2895,3782,4396,5438,2908,3404,4276,4081,7071,"Eosinophils"
"94130",1877,999,6993,5425,5408,2257,6407,2653,2551,1515,"CD4+CD8-"
"94141",2358,5122,1270,798,5640,4651,2022,5360,2026,1733,"CD56dim"
"94151",5886,3655,2286,5946,4658,5014,2349,2215,1942,972,"Mature SIg Kappa"
"94154",2462,4059,3323,4534,5190,3728,2352,4063,2442,2786,"Monocytes"
"94156",2467,5043,1857,4731,5406,3709,2701,4442,2924,2825,"Monocytes"
"94161",2454,2885,6657,1697,5571,2908,6165,6247,1982,1391,"CD8+CD4-"
"94162",2140,3032,7187,5621,5571,2355,5640,4098,2276,1402,"CD4+CD8-"
"94167",1797,1951,6593,5708,5338,2212,5960,785,2434,1158,"CD4+CD8-"
"94181",1369,4207,6988,5663,5487,1696,6352,1673,1485,1080,"CD4+CD8-"
"94191",2625,5028,3232,4560,5366,4025,2007,4834,3381,2986,"Monocytes"
"94194",1955,2554,6482,706,5666,4387,5794,6300,2048,1211,"CD8+CD4-"
"94197",3043,3936,6633,5786,5560,1462,6568,3483,1897,1531,"CD4+CD8-"
